STN--- WBAN   YEARMODA    TEMP       DEWP      SLP        STP       VISIB      WDSP     MXSPD   GUST    MAX     MIN   PRCP   SNDP   FRSHTT 
722900 23188  19810425    65.4 24    57.1 23  1013.5 24  1012.6  8    9.5 24    6.8 24   12.0  999.9    70.0    63.0   0.00D 999.9  000000 
722900 23188  19810426    64.1 23    57.1 23  1013.7 23  1012.7  8   13.1 23    7.6 23   42.0  999.9    70.0    61.0*  0.00D 999.9  110000 
722900 23188  19810427    64.4 24    55.3 24  1014.0 24  1013.0  8   10.8 24    8.5 24   13.0  999.9    68.9    61.9   0.00D 999.9  000000 
722900 23188  19810428    66.7 24    58.3 24  1012.5 24  1011.7  8    8.7 24    7.1 24   15.9  999.9    73.9*   59.9   0.00D 999.9  000000 
722900 23188  19810429    69.0 24    61.6 24  1011.3 24  1010.2  8    8.2 24    9.5 24   18.1   25.8    78.1*   64.9   0.00H 999.9  010000 
722900 23188  19810430    67.2 23    61.1 23  1014.8 23  1013.7  8    7.7 23    7.6 23   12.8  999.9    79.9    64.9*  0.00D 999.9  010000 
722900 23188  19810501    67.5 24    61.6 24  1014.5 24  1013.6  8    7.2 24    6.3 24    9.9  999.9    71.1*   65.8   0.00D 999.9  110000 
722900 23188  19810502    65.9 24    60.6 24  1011.8 24  1010.8  8    7.7 24    5.7 24   10.9  999.9    70.0    63.0   0.00D 999.9  110000 
722900 23188  19810503    65.5 23    56.4 23  1011.3 23  1010.3  8   10.2 23    8.6 23   12.8  999.9    69.1*   61.9   0.00D 999.9  000000 
722900 23188  19810504    65.3 24    55.3 24  1013.0 24  1011.8  8   10.4 24    8.1 24   12.0  999.9    68.9    63.9   0.00D 999.9  000000 
722900 23188  19810505    65.4 24    57.1 24  1014.2 24  1013.2  8    9.0 24    7.3 24   10.9  999.9    70.0*   63.0   0.00D 999.9  010000 
722900 23188  19810506    65.7 24    56.2 24  1015.0 24  1014.0  8    8.9 24    7.6 24   13.0  999.9    70.0    61.9   0.00D 999.9  000000 
722900 23188  19810507    66.0 23    57.9 23  1012.8 23  1011.9  8    7.8 23    5.7 23   11.8  999.9    72.0*   59.9   0.00D 999.9  000000 
722900 23188  19810508    66.7 24    58.8 24  1014.4 24  1013.5  8    7.0 24    7.4 24   11.8  999.9    73.0*   61.9   0.00D 999.9  000000 
722900 23188  19810509    69.4 24    60.9 24  1014.6 24  1013.7  8    7.2 24    5.0 24   14.0  999.9    79.0*   63.0   0.00D 999.9  100000 
722900 23188  19810510    72.1 23    62.3 23  1013.2 23  1012.3  8    7.8 23    6.1 23   11.8  999.9    80.1*   64.9   0.00D 999.9  100000 
722900 23188  19810511    69.1 24    62.2 24  1011.9 24  1010.8  8    7.9 24    7.7 24   13.0  999.9    81.0    65.8   0.00D 999.9  100000 
722900 23188  19810512    66.2 24    57.3 24  1014.4 24  1013.3  8    8.3 24    8.1 24   12.0  999.9    70.9    63.9   0.00D 999.9  000000 
722900 23188  19810513    66.4 24    55.5 23  1015.0 24  1014.0  8    8.6 24    7.8 23   14.0  999.9    71.1*   63.9   0.00D 999.9  000000 
722900 23188  19810514    66.6 24    56.3 24  1014.0 24  1013.0  8   11.6 24    7.3 24   14.0  999.9    72.0    64.9*  0.00D 999.9  000000 
722900 23188  19810515    64.9 24    56.5 24  1012.7 24  1011.7  8    9.0 24   10.1 24   15.0   22.0    68.9    62.1*  0.00D 999.9  010000 
722900 23188  19810516    63.9 24    55.8 24  1011.8 24  1010.8  8   11.7 24   11.7 24   15.9  999.9    66.9    61.9   0.00D 999.9  010000 
722900 23188  19810517    64.1 24    52.0 24  1014.6 24  1013.5  8   11.6 24    6.3 23   14.0  999.9    73.0*   56.8   0.00D 999.9  000000 
722900 23188  19810518    68.1 24    59.7 24  1014.5 24  1013.7  8   10.2 24    5.7 24   13.0  999.9    75.0*   61.9   0.00D 999.9  000000 
722900 23188  19810519    67.0 22    60.2 22  1012.2 20  1011.2  8   11.7 22    8.0 22   14.0  999.9    74.8    64.9   0.00D 999.9  000000 
722900 23188  19810520    64.5 24    52.1 24  1013.1 23  1012.1  8   13.5 24   11.3 24   14.0  999.9    70.0    61.9   0.00D 999.9  000000 
722900 23188  19810521    64.7 24    52.9 24  1016.1 24  1015.1  8   15.7 24    7.4 24   13.0   19.8    71.1*   57.9   0.00D 999.9  000000 
722900 23188  19810522    66.2 24    57.2 24  1015.1 24  1014.2  8   14.2 24    7.3 24   11.1  999.9    70.9    63.0   0.00D 999.9  000000 
722900 23188  19810523    66.6 24    57.7 24  1013.3 24  1012.3  8    9.5 24    6.7 24   10.9  999.9    70.0    63.9   0.00D 999.9  000000 
722900 23188  19810524    67.0 23    59.3 23  1012.9 23  1011.9  8    6.0 23    5.9 23   11.1  999.9    75.9*   64.9   0.00D 999.9  000000 
722900 23188  19810525    66.7 23    61.0 23  1013.4 23  1012.4  8    4.1 23    7.0 23   12.0  999.9    72.9    64.9*  0.00D 999.9  000000 
722900 23188  19810526    67.7 24    61.2 24  1013.2 24  1012.3  8    8.1 24    6.8 24   11.8  999.9    72.0*   65.8   0.00D 999.9  000000 
722900 23188  19810527    68.7 24    62.9 24  1012.5 24  1011.5  8    8.0 24    7.5 24   10.9  999.9    73.0*   65.8   0.04G 999.9  110000 
722900 23188  19810528    67.9 24    60.4 24  1013.9 24  1013.0  8   11.5 24    6.3 24   11.8  999.9    73.9    65.8   0.00G 999.9  000000 
722900 23188  19810529    67.4 24    61.8 24  1013.4 24  1012.5  8    8.0 24    6.3 24    9.9  999.9    72.9    64.9   0.00D 999.9  010000 
722900 23188  19810530    67.4 24    62.2 24  1012.7 24  1011.8  8    6.9 24    6.0 23   10.9  999.9    72.0*   64.9*  0.00D 999.9  000000 
722900 23188  19810531    67.9 24    62.7 24  1011.5 24  1010.6  8    6.5 24    7.0 24   10.9  999.9    72.0    65.8   0.00D 999.9  000000 
722900 23188  19810601    67.2 24    61.4 24  1011.3 24  1010.1  8    8.3 24    6.4 24   11.8  999.9    73.0*   64.9*  0.00D 999.9  000000 
722900 23188  19810602    66.6 23    61.3 23  1012.2 23  1011.2  8    8.3 23    5.7 23   10.9  999.9    70.0*   64.9   0.00C 999.9  000000 
722900 23188  19810603    69.6 24    62.2 24  1010.4 22  1009.4  8   10.9 23    7.1 24   17.9  999.9    73.9*   66.9   0.00D 999.9  000000 
722900 23188  19810604    70.1 24    64.8 24  1008.8 24  1007.8  8    6.4 24    5.3 24   12.0  999.9    75.0*   65.8   0.00D 999.9  100000 
722900 23188  19810605    68.3 24    64.9 24  1009.3 24  1008.1  8    3.9 24    8.7 24   15.9  999.9    75.9    65.8   0.00D 999.9  100000 
722900 23188  19810606    69.4 24    65.1 24  1012.0 24  1010.8  8    5.3 24    7.8 24   12.8  999.9    75.0*   66.9   0.00D 999.9  100000 
722900 23188  19810607    70.4 24    64.9 24  1012.4 24  1011.4  8    5.3 24    7.1 24   12.8  999.9    75.9    68.0   0.00D 999.9  000000 
722900 23188  19810608    70.4 24    64.6 24  1012.1 23  1011.1  8    6.0 24    7.0 24   12.0  999.9    75.9    68.0   0.00D 999.9  000000 
722900 23188  19810609    68.1 24    62.2 24  1011.3 24  1010.4  8    6.0 24    6.7 24    8.9  999.9    74.8    65.8   0.00D 999.9  100000 
722900 23188  19810610    68.2 23    62.5 23  1009.2 23  1008.3  8    5.3 23    8.0 23   11.1  999.9    72.9    66.9   0.00D 999.9  000000 
722900 23188  19810611    69.1 24    62.7 24  1010.0 24  1008.9  8    5.2 24    7.0 24   10.9  999.9    73.9*   66.9   0.00D 999.9  000000 
722900 23188  19810612    70.7 23    62.5 23  1011.8 23  1010.8  8    9.9 23    7.0 23   10.1  999.9    74.8    68.9   0.00D 999.9  000000 
722900 23188  19810613    71.9 24    61.5 24  1010.9 24  1009.9  8    9.5 24    7.1 24   12.8  999.9    79.0*   68.9   0.71D 999.9  000000 
722900 23188  19810614    71.5 24    60.2 24  1008.8 24  1008.0  8    8.6 24    6.0 24   11.1  999.9    79.0    63.0   0.00D 999.9  000000 
722900 23188  19810615    76.5 24    54.8 24  1011.0 24  1009.8  8   13.5 24    6.6 24   15.9  999.9    95.0*   63.0   0.00D 999.9  000000 
722900 23188  19810616    84.8 24    41.1 24  1011.5 23  1010.7  8   11.4 24    7.2 24   14.0  999.9   100.0*   68.9   0.00D 999.9  000000 
722900 23188  19810617    82.7 24    47.0 24  1009.5 24  1008.6  8    9.1 24    5.7 24   11.1  999.9    99.9    68.0   0.00D 999.9  000000 
722900 23188  19810618    74.3 24    66.4 24  1009.5 24  1008.4  8    6.4 24    7.7 24   15.0  999.9    86.9    70.0   0.00D 999.9  100000 
722900 23188  19810619    72.8 24    65.0 24  1011.7 24  1010.6  8    6.6 24    7.1 24   12.8  999.9    78.1*   68.9   0.00D 999.9  000000 
722900 23188  19810620    72.2 24    65.2 24  1013.1 24  1012.1  8    5.6 23    6.1 24   10.9  999.9    79.0*   66.9   0.00D 999.9  100000 
722900 23188  19810621    73.8 24    65.8 24  1013.8 24  1012.8  8    7.7 24    7.0 24   14.0  999.9    79.0    68.9   0.00D 999.9  000000 
722900 23188  19810622    75.0 24    66.0 24  1012.4 24  1011.5  8    8.2 24    6.4 24   12.8  999.9    80.1*   70.9   0.00D 999.9  000000 
722900 23188  19810623    73.8 24    66.2 24  1010.8 24  1009.8  8    7.5 24    6.6 24   10.1  999.9    80.1*   70.0   0.00D 999.9  100000 
722900 23188  19810624    74.3 24    66.8 23  1010.5 24  1009.5  8    8.5 24    6.4 24   11.8  999.9    80.1*   70.0   0.00D 999.9  100000 
722900 23188  19810625    75.5 24    67.2 24  1012.2 24  1011.1  8    7.5 24    9.3 24   15.0  999.9    80.1*   72.0   0.00D 999.9  000000 
722900 23188  19810626    73.1 24    66.2 24  1012.6 24  1011.6  8    8.5 24    7.1 24   12.0  999.9    79.9    70.0   0.00D 999.9  000000 
722900 23188  19810627    70.9 24    65.1 24  1010.6 24  1009.5  8    7.9 24    6.1 24   11.8  999.9    77.9    68.9   0.00D 999.9  100000 
722900 23188  19810628    70.9 24    61.5 24  1011.2 24  1010.1  8    8.4 24    6.8 24   12.8  999.9    79.0*   68.0   0.00C 999.9  000000 
722900 23188  19810629    71.4 23    62.1 23  1013.2 23  1012.0  8    9.1 23    7.8 22   17.9  999.9    75.9*   68.0   0.00D 999.9  000000 
722900 23188  19810630    72.5 23    64.9 23  1013.3 23  1012.2  8    7.7 23    9.7 23   15.0  999.9    78.1*   70.0   0.00D 999.9  000000 
722900 23188  19810701    71.9 24    63.5 24  1013.1 24  1012.2  8   10.9 24    8.1 24   13.0  999.9    77.9    68.9   0.00D 999.9  000000 
722900 23188  19810702    71.7 22    62.9 22  1012.5 21  1011.5  8   10.2 22    8.2 22   15.9  999.9    78.1*   65.8   0.00D 999.9  000000 
722900 23188  19810703    76.4 24    63.8 24  1012.5 24  1011.6  8   11.7 24    9.9 23   19.0  999.9    88.0*   68.0   0.12D 999.9  000000 
722900 23188  19810704    76.5 24    66.6 24  1012.9 24  1011.8  8   11.3 24    7.0 24   14.0  999.9    90.0    70.9   0.00C 999.9  000000 
722900 23188  19810705    75.9 24    67.5 24  1013.0 24  1012.1  8    8.2 24    6.0 24   12.0  999.9    82.9    72.0   0.00D 999.9  100000 
722900 23188  19810706    76.8 24    67.6 24  1011.3 24  1010.4  8   10.8 24    5.9 23    9.9  999.9    83.8    72.9   0.00D 999.9  000000 
722900 23188  19810707    75.7 24    68.5 24  1010.4 24  1009.3  8    9.4 24    6.1 24   12.0  999.9    82.9    72.9   0.00D 999.9  000000 
722900 23188  19810708    72.1 24    67.0 24  1013.6 24  1012.4  8    7.3 24    6.8 24   10.1  999.9    79.0    70.0   0.00D 999.9  100000 
722900 23188  19810709    73.1 24    66.2 24  1015.7 24  1014.8  8    9.7 24    7.0 24   14.0  999.9    80.1*   70.0   0.00D 999.9  000000 
722900 23188  19810710    74.1 22    65.9 22  1014.1 22  1013.2  8    8.9 22    7.1 22   10.9  999.9    81.0    72.0   0.00D 999.9  000000 
722900 23188  19810711    73.1 22    64.1 21  1013.3 22  1012.4  8    8.7 22    6.0 22   42.0  999.9    82.9    70.0   1.57G 999.9  000000 
722900 23188  19810712    73.8 23    65.1 23  1012.7 23  1011.7  8    9.0 23    5.8 22   11.1  999.9    80.1*   70.9   0.00G 999.9  000000 
722900 23188  19810713    75.6 24    66.0 24  1012.9 23  1011.7  8    8.5 24    5.9 24    9.9  999.9    82.9*   70.0   0.00D 999.9  000000 
722900 23188  19810714    76.2 23    66.6 23  1012.6 23  1011.6  8    8.8 23    6.7 23   12.0  999.9    84.0*   70.9   0.00D 999.9  000000 
722900 23188  19810715    76.8 23    66.8 23  1011.4 23  1010.4  8   11.5 22    6.0 23   14.0  999.9    83.8    72.0   0.00D 999.9  010000 
722900 23188  19810716    76.1 24    67.8 24  1010.6 24  1009.6  8    8.7 24    6.2 24   11.1  999.9    83.8    72.0   0.00D 999.9  010000 
722900 23188  19810717    74.8 24    64.7 24  1011.4 24  1010.4  8    9.0 23    6.3 24   10.1  999.9    81.9    72.0   0.00D 999.9  000000 
722900 23188  19810718    74.3 24    65.2 24  1012.3 22  1011.2  8    8.6 24    5.6 24    9.9  999.9    81.0*   70.0   0.00D 999.9  000000 
722900 23188  19810719    74.6 24    66.4 24  1013.9 24  1012.8  8    7.0 24    6.4 24   10.9  999.9    81.9    68.9   0.00D 999.9  000000 
722900 23188  19810720    75.4 22    66.4 22  1015.0 22  1013.8  8    8.3 22    7.7 21   13.0  999.9    82.9    70.0   0.00D 999.9  000000 
722900 23188  19810721    78.1 23    66.9 23  1014.6 23  1013.6  8   11.3 23    6.1 23   10.9  999.9    82.9    73.9*  0.00D 999.9  000000 
722900 23188  19810722    76.0 21    66.0 21  1013.5 21  1012.6  8   12.3 21    6.5 20   11.1  999.9    84.9    72.0   0.00D 999.9  000000 
722900 23188  19810723    73.8 22    63.8 22  1012.9 22  1011.9  8    9.4 22    6.9 22   10.1  999.9    79.9    70.0*  0.00D 999.9  000000 
722900 23188  19810724    73.5 23    64.3 23  1012.2 23  1011.2  8    9.5 23    7.2 23   10.1  999.9    79.9    70.9   0.00D 999.9  000000 
722900 23188  19810725    72.2 22    62.9 22  1012.3 22  1011.3  8    8.6 22    6.5 22   10.1  999.9    79.9    68.9   0.00D 999.9  000000 
722900 23188  19810726    72.1 23    61.9 23  1013.4 23  1012.2  8    8.4 23    6.0 23   11.1  999.9    77.9    68.9   0.00D 999.9  000000 
722900 23188  19810727    73.6 23    62.8 23  1014.3 23  1013.3  8    8.7 23    7.1 23   14.0  999.9    79.0*   70.0   0.00D 999.9  000000 
722900 23188  19810728    73.1 22    63.5 22  1014.4 22  1013.3  8    7.9 22    8.4 22   14.0  999.9    79.9    71.1*  0.00B 999.9  000000 
722900 23188  19810729    72.6 23    63.2 23  1013.7 23  1012.7  8    7.3 23    7.8 23   12.0  999.9    78.1*   70.0   0.00C 999.9  000000 
722900 23188  19810730    71.7 21    61.9 21  1014.0 21  1012.9  8    9.6 21    6.7 21   11.8  999.9    79.0    68.9   0.00C 999.9  000000 
722900 23188  19810731    72.4 24    62.1 22  1014.9 24  1013.9  8    9.9 24    6.8 23   13.0  999.9    78.1*   70.0   0.00D 999.9  000000 
722900 23188  19810801    72.7 24    62.6 23  1015.5 24  1014.7 19    9.6 24    7.3 24   15.0  999.9    79.0*   68.9   0.00D 999.9  000000 
722900 23188  19810802    71.8 24    63.4 24  1014.7 24  1013.7 24    7.8 24    7.0 24   13.0  999.9    79.0    65.8   0.00D 999.9  100000 
722900 23188  19810803    72.6 24    63.3 24  1012.4 24  1011.4 24    9.1 24    6.1 24   12.0  999.9    79.0    68.9   0.00D 999.9  000000 
722900 23188  19810804    72.2 24    63.5 24  1011.5 24  1010.5 24    8.7 24    6.2 24   12.0  999.9    79.0    68.9   0.00D 999.9  000000 
722900 23188  19810805    71.6 24    63.4 24  1013.2 24  1012.2 24    6.8 24    6.8 24   11.1  999.9    77.0    68.0   0.00D 999.9  000000 
722900 23188  19810806    73.8 24    65.5 24  1014.3 24  1013.3 24    6.3 24    6.5 24   13.0  999.9    80.1*   70.0   0.00D 999.9  000000 
722900 23188  19810807    74.7 24    66.7 24  1013.7 24  1012.7 24    6.5 24    6.7 24   13.0  999.9    81.0    70.9   0.00D 999.9  000000 
722900 23188  19810808    74.9 24    67.1 24  1011.6 24  1010.6 24    6.8 24    7.3 24   13.0  999.9    81.9    70.9   0.00D 999.9  000000 
722900 23188  19810809    74.8 24    66.1 24  1011.5 24  1010.5 24    9.6 24    5.8 24   12.0  999.9    81.9    72.0   0.00D 999.9  000000 
722900 23188  19810810    73.1 24    63.9 24  1014.4 24  1013.4 24   11.6 24    5.5 24   10.1  999.9    81.9    70.0*  0.00D 999.9  000000 
722900 23188  19810811    73.9 24    65.0 24  1015.4 23  1014.4 23   11.9 24    6.8 24   12.0  999.9    78.1*   72.0   0.00D 999.9  000000 
722900 23188  19810812    72.9 24    64.0 24  1012.7 24  1011.7 24   10.4 24    5.6 24   10.1  999.9    79.9    70.9   0.00D 999.9  000000 
722900 23188  19810813    73.7 24    64.4 24  1010.8 24  1009.7 24    7.2 24    6.6 24   11.1  999.9    79.0    70.9   0.00D 999.9  000000 
722900 23188  19810814    75.3 24    66.5 24  1013.5 24  1012.5 24    8.5 24    6.9 24   13.0  999.9    82.0*   70.9   0.00D 999.9  000000 
722900 23188  19810815    76.2 24    68.2 24  1016.2 24  1015.1 24    6.3 24    9.1 24   15.0  999.9    82.9    72.9   0.00C 999.9  000000 
722900 23188  19810816    75.1 24    67.2 24  1014.9 24  1013.9 24    7.3 24    8.0 24   13.0  999.9    81.9    71.1*  0.00D 999.9  000000 
722900 23188  19810817    73.4 24    65.2 24  1011.1 24  1010.1 24    8.0 24    7.1 24   11.1  999.9    79.9    70.9   0.00D 999.9  000000 
722900 23188  19810818    72.3 24    64.7 24  1011.3 24  1010.2 24    8.2 24    7.0 24   11.8   19.8    79.0    70.9   0.00D 999.9  000000 
722900 23188  19810819    72.5 24    63.4 24  1013.2 24  1012.2 24    9.0 24    6.8 24   15.9  999.9    79.0*   70.0   0.00C 999.9  000000 
722900 23188  19810820    74.8 24    66.4 24  1012.0 24  1011.0 24    7.3 24    7.9 24   14.0  999.9    82.9*   70.0   0.00D 999.9  000000 
722900 23188  19810821    76.2 24    68.0 24  1009.4 24  1008.4 24    9.4 24    5.9 24   11.1  999.9    84.0*   70.9   0.00D 999.9  100000 
722900 23188  19810822    74.3 24    67.2 24  1010.6 24  1009.5 24    7.0 24    4.7 24   10.1  999.9    84.9    70.0   0.00D 999.9  100000 
722900 23188  19810823    73.2 24    65.3 24  1012.0 24  1010.9 24    8.0 24    6.8 24   15.0   19.8    81.0    70.0   0.00D 999.9  000000 
722900 23188  19810824    73.9 24    66.2 24  1009.7 24  1008.7 24    7.8 24    8.8 24   15.0  999.9    81.0*   70.0   0.00D 999.9  000000 
722900 23188  19810825    77.4 24    67.7 24  1009.0 24  1008.0 24    8.2 24    7.8 24   14.0  999.9    86.0*   70.9   0.00D 999.9  000000 
722900 23188  19810826    80.7 24    66.2 24  1009.6 24  1008.5 24   15.4 24    6.4 24   15.0  999.9    91.0*   74.8   0.00D 999.9  000000 
722900 23188  19810827    81.5 24    66.9 24  1006.9 24  1005.9 24   13.8 24    6.4 24   14.0  999.9    91.9    73.9   0.00D 999.9  000000 
722900 23188  19810828    79.9 24    68.6 24  1005.1 24  1004.1 24    8.9 24    8.3 24   15.0  999.9    88.0    73.9*  0.00D 999.9  000000 
722900 23188  19810829    75.9 24    69.0 24  1006.8 24  1005.8 24    6.9 24    7.8 24   13.0  999.9    86.0    72.0   0.00D 999.9  000000 
722900 23188  19810830    72.7 24    66.3 24  1008.0 24  1007.0 24    8.5 24    6.6 24   11.1  999.9    79.9    68.9   0.00C 999.9  100000 
722900 23188  19810831    71.2 24    63.3 24  1008.9 24  1007.9 24    8.8 24    8.4 24   12.0  999.9    75.9    68.9   0.00D 999.9  000000 
722900 23188  19810901    70.6 24    63.1 24  1010.2 24  1009.1 24    7.6 24    5.5 24   11.1  999.9    86.9    68.0   0.00D 999.9  000000 
722900 23188  19810902    72.0 24    63.7 24  1009.8 24  1008.8 24    8.9 24    5.9 24   11.1  999.9    77.9    68.9   0.00D 999.9  000000 
722900 23188  19810903    71.7 24    62.5 24  1011.3 24  1010.2 24    8.7 24    6.7 24   13.0  999.9    79.0    68.9   0.00D 999.9  000000 
722900 23188  19810904    71.9 24    63.2 24  1010.2 24  1009.2 24    9.4 24    6.4 24   13.0  999.9    78.1*   68.9   0.00D 999.9  000000 
722900 23188  19810905    71.4 24    65.0 24  1009.6 24  1008.6 24    7.2 24    6.2 24   11.1  999.9    79.9    70.0*  0.00D 999.9  010000 
722900 23188  19810906    73.0 24    64.5 24  1011.4 24  1010.4 24    7.4 24    6.0 24   11.1  999.9    79.0*   70.0   0.00D 999.9  000000 
722900 23188  19810907    74.6 24    66.9 24  1014.4 24  1013.4 24    7.5 24    9.2 24   15.9  999.9    80.1*   72.0   0.00D 999.9  000000 
722900 23188  19810908    76.0 24    67.8 24  1015.5 24  1014.5 24    7.8 24    9.4 24   17.1  999.9    84.0*   70.0   0.00D 999.9  000000 
722900 23188  19810909    76.8 24    67.2 24  1015.0 24  1014.0 24   10.3 24    8.2 24   13.0  999.9    84.9    70.0   0.00D 999.9  000000 
722900 23188  19810910    73.0 24    66.4 24  1013.4 24  1012.4 24    8.6 24    7.7 24   13.0  999.9    83.8    70.0   0.00D 999.9  100000 
722900 23188  19810911    71.0 24    63.7 24  1014.6 24  1013.6 24    7.0 24    7.2 24   15.0  999.9    77.0    68.0   0.00D 999.9  000000 
722900 23188  19810912    71.7 24    65.1 24  1016.0 24  1015.0 24    6.4 24    8.4 24   15.9  999.9    78.1*   65.8   0.00D 999.9  100000 
722900 23188  19810913    72.6 24    66.5 24  1015.7 24  1014.7 24    6.0 24    8.1 24   13.0  999.9    79.0*   68.0   0.00D 999.9  100000 
722900 23188  19810914    72.0 24    66.1 24  1013.8 24  1012.8 24    7.0 24    7.5 24   13.0  999.9    79.9    66.9   0.00D 999.9  100000 
722900 23188  19810915    72.6 24    66.5 24  1012.7 24  1011.7 24    7.3 24    5.8 24   12.0  999.9    79.0    68.9   0.00D 999.9  100000 
722900 23188  19810916    73.3 24    67.1 24  1013.3 24  1012.3 24    6.4 24    6.1 24   14.0  999.9    80.1*   68.9   0.00D 999.9  100000 
722900 23188  19810917    74.5 24    68.2 24  1014.1 24  1013.1 24    6.5 24    5.8 24   13.0  999.9    82.0*   70.0*  0.00D 999.9  100000 
