STN--- WBAN   YEARMODA    TEMP       DEWP      SLP        STP       VISIB      WDSP     MXSPD   GUST    MAX     MIN   PRCP   SNDP   FRSHTT 
722901 99999  19890828    69.2 16    59.1 16  9999.9  0  9999.9  0    5.5 16    6.2 16    9.9  999.9    75.9*   62.1*  0.00I 999.9  000000 
722901 99999  19890829    69.1 14    60.3 14  9999.9  0  9999.9  0    4.0 14    6.6 14    9.9  999.9    75.9*   63.0*  0.00I 999.9  100000 
722901 99999  19890830    70.0 16    59.1 16  9999.9  0  9999.9  0    6.2 16    4.7 16    9.9  999.9    77.0*   63.0*  0.00I 999.9  100000 
722901 99999  19890831    71.6 13    58.8 13  9999.9  0  9999.9  0   10.0 13    5.1 13    8.9  999.9    79.0*   63.0*  0.00I 999.9  000000 
722901 99999  19890901    70.8 15    58.5 15  9999.9  0  9999.9  0    9.3 15    6.7 15   11.1  999.9    82.0*   59.0*  0.00I 999.9  100000 
722901 99999  19890902    73.8 15    57.0 15  9999.9  0  9999.9  0    9.6 15    6.6 15   11.1  999.9    82.9*   59.0*  0.00I 999.9  100000 
722901 99999  19890903    74.5 16    59.1 16  9999.9  0  9999.9  0   11.6 16    4.5 16    8.0  999.9    84.9*   61.0*  0.00I 999.9  100000 
722901 99999  19890904    75.8 16    57.2 16  9999.9  0  9999.9  0   20.5 16    7.1 16   12.0  999.9    84.9*   63.0*  0.00I 999.9  000000 
722901 99999  19890905    78.2 16    55.6 16  9999.9  0  9999.9  0   29.2 16    6.9 16   11.1  999.9    86.0*   64.0*  0.00I 999.9  000000 
722901 99999  19890906    79.3 16    58.7 16  9999.9  0  9999.9  0   23.6 16    5.1 16   12.0  999.9    88.0*   64.0*  0.00I 999.9  000000 
722901 99999  19890907    73.5 16    60.8 16  9999.9  0  9999.9  0   17.0 16    4.3 16    8.9  999.9    81.0*   64.0*  0.00I 999.9  100000 
722901 99999  19890908    71.6 15    58.8 15  9999.9  0  9999.9  0   17.4 15    3.7 15    9.9  999.9    78.1*   62.1*  0.00I 999.9  000000 
722901 99999  19890909    69.7 15    57.5 15  9999.9  0  9999.9  0    9.7 15    6.1 15    9.9  999.9    77.0*   61.0*  0.00I 999.9  100000 
722901 99999  19890910    68.7 15    56.8 15  9999.9  0  9999.9  0    9.1 15    5.0 15    9.9  999.9    75.0*   62.1*  0.00I 999.9  000000 
722901 99999  19890911    68.7 16    58.0 16  9999.9  0  9999.9  0    6.9 16    5.9 16    9.9  999.9    73.9*   64.0*  0.00I 999.9  000000 
722901 99999  19890912    69.2 16    57.2 16  9999.9  0  9999.9  0    7.3 16    5.6 16    9.9  999.9    75.9*   63.0*  0.00I 999.9  000000 
722901 99999  19890913    71.3 16    60.0 16  9999.9  0  9999.9  0    5.3 16    5.8 16    9.9  999.9    81.0*   62.1*  0.00I 999.9  100000 
722901 99999  19890914    79.6 16    55.8 16  9999.9  0  9999.9  0   19.3 16    6.1 16   14.0  999.9    91.0*   64.9*  0.00I 999.9  000000 
722901 99999  19890915    80.1 16    53.6 16  9999.9  0  9999.9  0   15.1 16    6.0 16   12.0  999.9    91.0*   70.0*  0.00I 999.9  000000 
722901 99999  19890916    76.3 16    63.2 16  9999.9  0  9999.9  0    9.4 16    6.6 16   14.0  999.9    82.9*   70.0*  0.00I 999.9  000000 
722901 99999  19890917    70.2 16    62.6 16  9999.9  0  9999.9  0    8.9 16    6.3 16    9.9  999.9    77.0*   64.9* 99.99  999.9  110000 
722901 99999  19890918    67.0 16    56.4 16  9999.9  0  9999.9  0   19.4 16    6.9 16   12.0  999.9    72.0*   57.9*  0.00I 999.9  000000 
722901 99999  19890919    64.0 16    55.0 16  9999.9  0  9999.9  0   17.9 16    8.2 16   18.1  999.9    71.1*   59.0* 99.99  999.9  010000 
722901 99999  19890920    67.0 15    52.5 15  9999.9  0  9999.9  0   20.2 15    6.9 15   12.0  999.9    75.9*   54.0*  0.00I 999.9  000000 
722901 99999  19890921    74.7 16    55.9 16  9999.9  0  9999.9  0   29.5 16    5.5 16   13.0  999.9    88.0*   60.1*  0.00I 999.9  000000 
722901 99999  19890922    75.7 15    56.3 15  9999.9  0  9999.9  0   23.7 15    6.1 15   14.0  999.9    82.9*   62.1*  0.00I 999.9  000000 
722901 99999  19890923    69.5 16    62.5 16  9999.9  0  9999.9  0    4.0 16    3.4 16    8.0  999.9    80.1*   62.1*  0.00I 999.9  100000 
722901 99999  19890924    69.9 16    60.2 16  9999.9  0  9999.9  0    5.4 16    6.1 16    9.9  999.9    79.0*   61.0*  0.00I 999.9  100000 
722901 99999  19890925    78.9 16    57.8 16  9999.9  0  9999.9  0   11.4 16    7.1 16   11.1  999.9    98.1*   68.0*  0.00I 999.9  000000 
722901 99999  19890926    76.3 16    62.1 16  9999.9  0  9999.9  0    9.2 16    6.9 16   15.0  999.9    82.9*   66.0*  0.00I 999.9  000000 
722901 99999  19890927    74.6 16    63.1 16  9999.9  0  9999.9  0    5.9 16    5.1 16    9.9  999.9    82.0*   66.9*  0.00I 999.9  100000 
722901 99999  19890928    75.7 15    59.5 15  9999.9  0  9999.9  0   12.5 15    6.6 15   12.0  999.9    84.9*   64.0*  0.00I 999.9  100000 
722901 99999  19890929    75.1 15    57.8 15  9999.9  0  9999.9  0   21.9 15    9.1 15   15.9  999.9    81.0*   64.9*  0.00I 999.9  000000 
722901 99999  19890930    71.7 16    59.2 16  9999.9  0  9999.9  0   19.3 16    6.7 15   13.0  999.9    77.0*   64.0*  0.00I 999.9  100000 
722901 99999  19891001    68.3 14    56.3 14  9999.9  0  9999.9  0   15.1 14    6.4 14    9.9  999.9    75.0*   62.1*  0.00I 999.9  000000 
722901 99999  19891002    67.9 15    54.5 15  9999.9  0  9999.9  0   14.9 15    6.8 15    9.9  999.9    73.9*   63.0*  0.00I 999.9  000000 
722901 99999  19891003    66.9 16    52.5 16  9999.9  0  9999.9  0   18.0 16    6.4 16    9.9  999.9    72.0*   62.1*  0.00I 999.9  000000 
722901 99999  19891004    65.3 15    52.7 15  9999.9  0  9999.9  0   18.2 15    6.8 15   12.0  999.9    73.0*   54.0*  0.00I 999.9  000000 
722901 99999  19891005    68.9 16    58.7 16  9999.9  0  9999.9  0    8.1 16    5.3 16   11.1  999.9    75.9*   60.1*  0.00I 999.9  000000 
722901 99999  19891006    69.6 16    58.5 16  9999.9  0  9999.9  0    8.5 16    6.9 16    9.9  999.9    73.9*   66.0*  0.00I 999.9  000000 
722901 99999  19891007    69.1 16    60.3 16  9999.9  0  9999.9  0    6.0 16    7.0 16   11.1  999.9    75.0*   61.0*  0.00I 999.9  100000 
722901 99999  19891008    68.1 16    59.8 16  9999.9  0  9999.9  0    5.3 16    5.3 16    8.9  999.9    77.0*   60.1*  0.00I 999.9  100000 
722901 99999  19891009    68.1 16    58.5 16  9999.9  0  9999.9  0    4.2 16    4.6 16    9.9  999.9    73.9*   63.0*  0.00I 999.9  100000 
722901 99999  19891010    67.4 16    59.1 16  9999.9  0  9999.9  0    4.9 16    5.4 16    9.9  999.9    73.9*   61.0*  0.00I 999.9  100000 
722901 99999  19891011    67.8 16    58.5 16  9999.9  0  9999.9  0    4.4 16    6.2 16    9.9  999.9    73.9*   62.1*  0.00I 999.9  100000 
722901 99999  19891012    66.1 16    58.7 16  9999.9  0  9999.9  0    3.1 16    7.2 16   11.1  999.9    70.0*   62.1*  0.00I 999.9  100000 
722901 99999  19891013    66.4 16    59.1 16  9999.9  0  9999.9  0    2.9 16    5.4 16    8.9  999.9    72.0*   63.0*  0.00I 999.9  100000 
722901 99999  19891014    65.4 16    55.8 16  9999.9  0  9999.9  0    9.2 16    6.0 16   12.0  999.9    72.0*   62.1*  0.00I 999.9  000000 
722901 99999  19891015    65.6 16    53.5 16  9999.9  0  9999.9  0   10.8 16    5.4 16    9.9  999.9    72.0*   60.1*  0.00I 999.9  000000 
722901 99999  19891016    66.5 15    55.7 15  9999.9  0  9999.9  0    6.6 15    5.9 15   11.1  999.9    73.9*   62.1*  0.00I 999.9  000000 
722901 99999  19891017    66.8 14    57.7 14  9999.9  0  9999.9  0    5.1 14    6.4 14    8.9  999.9    79.0*   57.0*  0.00I 999.9  100000 
722901 99999  19891018    72.2 16    52.4 16  9999.9  0  9999.9  0   23.5 16    4.9 16   14.0  999.9    88.0*   55.0*  0.00I 999.9  100000 
722901 99999  19891019    70.0 16    53.9 16  9999.9  0  9999.9  0   14.0 16    5.1 16   11.1  999.9    82.9*   59.0*  0.00I 999.9  100000 
722901 99999  19891020    67.9 15    57.1 15  9999.9  0  9999.9  0   12.3 15    7.6 15    9.9  999.9    75.9*   62.1*  0.00I 999.9  100000 
722901 99999  19891021    65.8 16    56.3 16  9999.9  0  9999.9  0   17.5 16    4.4 16    9.9  999.9    73.0*   59.0* 99.99  999.9  010000 
722901 99999  19891022    69.8 16    61.2 16  9999.9  0  9999.9  0   18.8 16    5.9 16   12.0  999.9    75.9*   64.9*  0.00I 999.9  000000 
722901 99999  19891023    68.6 16    60.3 16  9999.9  0  9999.9  0   15.7 16    4.4 16   14.0  999.9    73.0*   62.1*  0.00I 999.9  000000 
722901 99999  19891024    66.3 15    56.9 15  9999.9  0  9999.9  0   11.9 15    7.9 15   13.0  999.9    71.1*   62.1*  0.00I 999.9  000000 
722901 99999  19891025    64.0 15    54.2 15  9999.9  0  9999.9  0   17.2 15   12.8 15   18.1  999.9    68.0*   57.9* 99.99  999.9  110000 
722901 99999  19891026    62.1 15    48.2 15  9999.9  0  9999.9  0   32.1 15    6.6 15   13.0  999.9    70.0*   51.1*  0.00I 999.9  000000 
722901 99999  19891027    63.3 16    46.7 16  9999.9  0  9999.9  0   26.2 16    5.1 16   13.0  999.9    73.9*   51.1*  0.00I 999.9  000000 
722901 99999  19891028    62.5 16    47.8 16  9999.9  0  9999.9  0   14.2 16    2.6 16    9.9  999.9    72.0*   48.9*  0.00I 999.9  000000 
722901 99999  19891029    66.9 15    37.4 15  9999.9  0  9999.9  0   28.2 15    4.6 15    8.9  999.9    78.1*   53.1*  0.00I 999.9  000000 
722901 99999  19891030    67.2 16    25.3 16  9999.9  0  9999.9  0   32.0 16    4.1 16    8.9  999.9    78.1    50.0   0.00I 999.9  000000 
722901 99999  19891031    68.2 16    29.2 16  9999.9  0  9999.9  0   31.7 16    4.6 16   12.0  999.9    78.1*   46.9   0.00I 999.9  000000 
722901 99999  19891101    66.3 14    34.5 14  9999.9  0  9999.9  0   25.6 14    5.5 14   13.0  999.9    77.0*   52.0*  0.00A 999.9  000000 
722901 99999  19891102    68.9 16    29.2 16  9999.9  0  9999.9  0   31.1 16    4.6 16   11.1  999.9    80.1*   50.0   0.00I 999.9  000000 
722901 99999  19891103    68.5 14    26.2 14  9999.9  0  9999.9  0   32.7 14    3.9 14    9.9  999.9    78.1*   48.0*  0.00I 999.9  000000 
722901 99999  19891104    67.7 15    32.5 15  9999.9  0  9999.9  0   29.2 15    4.9 15   11.1  999.9    78.1    46.9   0.00I 999.9  000000 
722901 99999  19891105    62.6 16    53.4 16  9999.9  0  9999.9  0   10.3 16    5.3 16    8.0  999.9    77.0    48.0   0.00I 999.9  100000 
722901 99999  19891106    62.4 16    50.8 16  9999.9  0  9999.9  0   11.3 16    6.0 16   11.1  999.9    70.0*   52.0   0.00I 999.9  000000 
722901 99999  19891107    63.6 16    52.1 16  9999.9  0  9999.9  0    8.3 16    6.1 16    8.9  999.9    70.0    57.9   0.00I 999.9  000000 
722901 99999  19891108    63.2 16    51.8 16  9999.9  0  9999.9  0    5.4 16    5.6 16   11.1  999.9    72.0*   51.1*  0.00I 999.9  100000 
722901 99999  19891109    67.7 16    40.3 16  9999.9  0  9999.9  0   25.9 16    4.8 16    9.9  999.9    80.1*   50.0   0.00I 999.9  000000 
722901 99999  19891110    71.6 16    26.7 16  9999.9  0  9999.9  0   32.9 16    4.0 16   12.0  999.9    86.0*   48.0   0.00I 999.9  000000 
722901 99999  19891111    68.2 16    46.3 16  9999.9  0  9999.9  0   17.0 16    3.8 16    9.9  999.9    86.0    52.0   0.00I 999.9  100000 
722901 99999  19891112    63.8 16    55.9 16  9999.9  0  9999.9  0    4.2 16    4.6 16    9.9  999.9    79.0    52.0   0.00I 999.9  100000 
722901 99999  19891113    62.3 16    53.2 16  9999.9  0  9999.9  0    6.4 16    5.3 16    9.9  999.9    73.0    54.0   0.00I 999.9  000000 
722901 99999  19891114    61.1 13    51.3 13  9999.9  0  9999.9  0    7.8 13    5.5 13    8.0  999.9    66.9*   57.9*  0.00A 999.9  000000 
722901 99999  19891115    67.5 15    47.7 15  9999.9  0  9999.9  0   14.2 15    5.5 15    9.9  999.9    82.0*   52.0*  0.00I 999.9  000000 
722901 99999  19891116    70.7 16    29.4 16  9999.9  0  9999.9  0   27.1 16    2.4 16    9.9  999.9    82.0    48.9   0.00I 999.9  000000 
722901 99999  19891117    64.8 16    40.8 16  9999.9  0  9999.9  0   19.4 16    5.0 16    9.9  999.9    80.1    51.1*  0.00I 999.9  000000 
722901 99999  19891118    68.7 14    38.4 14  9999.9  0  9999.9  0   29.4 14    5.4 14   15.0  999.9    87.1*   48.9   0.00I 999.9  000000 
722901 99999  19891119    75.8 16    24.5 16  9999.9  0  9999.9  0   33.1 15    6.3 16   13.0  999.9    89.1*   48.0   0.00I 999.9  000000 
722901 99999  19891120    74.6 15    34.6 15  9999.9  0  9999.9  0   30.5 15    4.8 15    9.9  999.9    89.1    54.0   0.00I 999.9  000000 
722901 99999  19891121    67.0 16    47.5 16  9999.9  0  9999.9  0   20.8 16    3.3 16    8.0  999.9    80.1    55.0*  0.00I 999.9  000000 
722901 99999  19891122    61.9 16    53.0 16  9999.9  0  9999.9  0   12.5 16    4.4 16    7.0  999.9    73.0    52.0*  0.00I 999.9  100000 
722901 99999  19891123    62.1 16    53.9 16  9999.9  0  9999.9  0    3.7 16    4.2 16    7.0  999.9    71.1*   52.0   0.00I 999.9  100000 
722901 99999  19891124    59.9 16    51.3 16  9999.9  0  9999.9  0    8.5 16    4.9 15    9.9  999.9    66.9    55.0   0.00I 999.9  000000 
722901 99999  19891125    60.8 16    52.5 16  9999.9  0  9999.9  0   11.4 16    5.0 16    8.0  999.9    66.0*   55.0  99.99  999.9  010000 
722901 99999  19891126    59.8 16    54.3 16  9999.9  0  9999.9  0    7.9 16    5.7 16    8.0  999.9    66.0    55.0   0.02A 999.9  110000 
722901 99999  19891127    62.1 16    41.1 16  9999.9  0  9999.9  0   28.3 16    4.6 16    8.9  999.9    73.9*   51.1*  0.12A 999.9  000000 
722901 99999  19891128    61.9 15    19.1 15  9999.9  0  9999.9  0   25.2 15    3.5 15    6.0  999.9    73.9    45.0*  0.00I 999.9  000000 
722901 99999  19891129    60.6 16    21.0 16  9999.9  0  9999.9  0   25.8 16    4.0 16    9.9  999.9    72.0    43.0   0.00I 999.9  000000 
722901 99999  19891130    59.4 16    30.4 16  9999.9  0  9999.9  0   33.6 16    4.1 16   14.0  999.9    70.0    42.1   0.00I 999.9  000000 
722901 99999  19891201    60.1 15    28.8 15  9999.9  0  9999.9  0   32.5 15    4.0 15   13.0  999.9    72.0*   42.1   0.00I 999.9  000000 
722901 99999  19891202    67.3 15    23.7 15  9999.9  0  9999.9  0   33.1 15    8.6 15   15.9  999.9    79.0*   54.0*  0.00I 999.9  000000 
722901 99999  19891203    69.9 15    20.0 15  9999.9  0  9999.9  0   31.5 15    7.7 15   12.0  999.9    79.0    52.0*  0.00I 999.9  000000 
722901 99999  19891204    64.5 16    23.0 16  9999.9  0  9999.9  0   32.0 16    4.6 16    9.9  999.9    78.1    48.0*  0.00I 999.9  000000 
722901 99999  19891205    63.6 16    33.5 16  9999.9  0  9999.9  0   26.4 16    5.5 16   12.0  999.9    75.9*   45.0   0.00I 999.9  000000 
722901 99999  19891206    62.1 16    43.7 16  9999.9  0  9999.9  0   11.7 16    6.0 16   12.0  999.9    75.9    45.0   0.00I 999.9  100000 
722901 99999  19891207    65.6 16    34.3 15  9999.9  0  9999.9  0   30.4 16    3.7 15    8.9  999.9    78.1*   45.0   0.00A 999.9  000000 
722901 99999  19891208    67.7 16    22.0 16  9999.9  0  9999.9  0   33.6 16    3.3 16    9.9  999.9    79.0*   46.0   0.00I 999.9  000000 
722901 99999  19891209    64.5 15    26.5 15  9999.9  0  9999.9  0   25.5 15    5.5 15    9.9  999.9    79.0    48.0*  0.00I 999.9  000000 
722901 99999  19891210    57.5 16    48.5 16  9999.9  0  9999.9  0    4.9 16    4.3 16    8.0  999.9    73.9    46.9   0.00I 999.9  100000 
722901 99999  19891211    57.9 16    36.6 16  9999.9  0  9999.9  0   14.4 16    4.7 16    9.9  999.9    68.0*   44.1   0.00I 999.9  100000 
722901 99999  19891212    56.0 15    16.1 14  9999.9  0  9999.9  0   31.2 15    3.3 15    8.0  999.9    64.9*   39.9*  0.00A 999.9  000000 
722901 99999  19891213    55.2 15    27.2 15  9999.9  0  9999.9  0   28.5 15    3.9 15   12.0  999.9    64.9    37.9   0.00I 999.9  000000 
722901 99999  19891214    59.2 16    30.5 16  9999.9  0  9999.9  0   30.1 16    3.6 16    9.9  999.9    72.0*   42.1   0.00I 999.9  000000 
722901 99999  19891215    59.8 15    28.0 15  9999.9  0  9999.9  0   21.3 15    3.3 15    9.9  999.9    72.0    43.0   0.00I 999.9  000000 
722901 99999  19891216    57.0 16    47.3 16  9999.9  0  9999.9  0    6.4 16    3.7 15    7.0  999.9    66.0    48.0   0.00I 999.9  100000 
722901 99999  19891217    55.3 16    44.1 16  9999.9  0  9999.9  0    6.2 16    4.3 16    9.9  999.9    64.9*   43.0*  0.00I 999.9  000000 
722901 99999  19891218    53.9 16    45.8 16  9999.9  0  9999.9  0    5.3 16    4.1 16    8.9  999.9    64.9    41.0   0.00I 999.9  100000 
722901 99999  19891219    58.6 14    41.5 14  9999.9  0  9999.9  0   22.6 14    4.9 14   11.1  999.9    64.0*   51.1*  0.00A 999.9  000000 
722901 99999  19891220    57.1 15    42.3 15  9999.9  0  9999.9  0   15.2 15    5.3 15   11.1  999.9    64.9*   45.0*  0.00I 999.9  000000 
722901 99999  19891221    55.9 16    46.2 16  9999.9  0  9999.9  0    6.9 16    4.6 16   14.0  999.9    63.0*   44.1*  0.00A 999.9  000000 
722901 99999  19891222    59.8 14    42.2 14  9999.9  0  9999.9  0   20.2 14    6.0 14   13.0  999.9    73.0*   43.0   0.00I 999.9  100000 
722901 99999  19891223    63.5 15    32.6 15  9999.9  0  9999.9  0   26.6 15    5.4 15   13.0  999.9    80.1*   46.9*  0.00A 999.9  000000 
722901 99999  19891224    67.4 16    25.7 15  9999.9  0  9999.9  0   35.1 16    3.6 16   12.0  999.9    81.0*   51.1*  0.00A 999.9  000000 
722901 99999  19891225    65.4 16    30.2 16  9999.9  0  9999.9  0   32.0 16    3.3 16    9.9  999.9    81.0    48.0   0.00I 999.9  000000 
722901 99999  19891226    64.1 14    42.4 14  9999.9  0  9999.9  0   25.9 14    2.5 14    7.0  999.9    73.0*   55.0*  0.00A 999.9  100000 
722901 99999  19891227    62.2 15    54.5 15  9999.9  0  9999.9  0    6.0 15    5.0 15    9.9  999.9    70.0    53.1  99.99  999.9  110000 
722901 99999  19891228    58.4 16    50.4 16  9999.9  0  9999.9  0   11.7 16    6.1 16   12.0  999.9    68.0    55.0* 99.99  999.9  010000 
722901 99999  19891229    52.9 16    46.2 15  9999.9  0  9999.9  0   18.0 16    3.9 16    7.0  999.9    63.0    44.1* 99.99  999.9  010000 
722901 99999  19891230    56.8 16    36.9 16  9999.9  0  9999.9  0   30.8 16    4.7 16    9.9  999.9    64.9*   43.0*  0.28A 999.9  000000 
722901 99999  19891231    58.6 16    36.0 16  9999.9  0  9999.9  0   32.0 16    2.6 16    7.0  999.9    71.1*   43.0   0.00I 999.9  000000 
722901 99999  19900101    56.6 16    40.1 16  9999.9  0  9999.9  0   22.2 16    5.6 16   12.0  999.9    71.1    42.1   0.00I 999.9  000000 
722901 99999  19900102    54.0 15    45.9 15  9999.9  0  9999.9  0   16.8 15    7.1 15   18.1  999.9    64.0    39.9  99.99  999.9  010000 
722901 99999  19900103    52.9 16    42.8 16  9999.9  0  9999.9  0   27.8 16    3.6 16    9.9  999.9    59.0*   43.0*  0.55A 999.9  000000 
722901 99999  19900104    53.6 15    34.0 15  9999.9  0  9999.9  0   31.2 15    6.1 15   17.1  999.9    64.0*   42.1   0.00I 999.9  000000 
722901 99999  19900105    55.6 16    33.0 16  9999.9  0  9999.9  0   32.9 16    5.3 16   17.1  999.9    68.0*   39.9   0.00I 999.9  000000 
722901 99999  19900106    57.3 16    33.9 16  9999.9  0  9999.9  0   33.6 16    3.5 16   13.0  999.9    68.0    39.0   0.00I 999.9  000000 
722901 99999  19900107    55.3 16    34.1 16  9999.9  0  9999.9  0   22.7 16    2.0 16    8.0  999.9    68.0    39.9   0.00I 999.9  000000 
722901 99999  19900108    56.6 15    43.8 15  9999.9  0  9999.9  0   12.0 15    3.3 15    9.9  999.9    68.0*   39.9   0.00I 999.9  000000 
722901 99999  19900109    62.1 16    46.4 16  9999.9  0  9999.9  0   18.8 16    3.1 16    8.0  999.9    75.9*   44.1   0.00I 999.9  100000 
722901 99999  19900110    62.8 16    50.9 16  9999.9  0  9999.9  0    4.3 16    3.8 16    8.0  999.9    75.9    46.9   0.00I 999.9  100000 
722901 99999  19900111    62.3 14    50.0 14  9999.9  0  9999.9  0    9.1 14    4.3 14    9.9  999.9    73.0*   48.9   0.00I 999.9  100000 
722901 99999  19900112    60.7 15    48.5 15  9999.9  0  9999.9  0    8.8 15    7.7 15   14.0  999.9    73.9    48.0   0.00I 999.9  100000 
722901 99999  19900113    59.4 16    53.9 16  9999.9  0  9999.9  0   12.7 16    6.8 16   15.0  999.9    69.1    50.0  99.99  999.9  010000 
722901 99999  19900114    58.3 16    54.2 16  9999.9  0  9999.9  0   12.2 16    6.3 16   12.0  999.9    63.0    54.0   0.08A 999.9  110000 
722901 99999  19900115    55.8 15    48.6 15  9999.9  0  9999.9  0   25.2 15    5.7 15   14.0  999.9    61.0    48.9*  0.04A 999.9  000000 
722901 99999  19900116    55.3 15    48.0 14  9999.9  0  9999.9  0   14.5 15    6.9 15   14.0  999.9    60.1    48.0   0.16A 999.9  010000 
722901 99999  19900117    51.3 16    44.2 16  9999.9  0  9999.9  0   12.4 16    7.9 16   15.0  999.9    55.0*   46.0*  0.12A 999.9  010000 
722901 99999  19900118    49.4 16    36.7 16  9999.9  0  9999.9  0   30.4 16    4.6 16   11.1  999.9    55.9*   39.9*  0.59A 999.9  010000 
722901 99999  19900119    51.9 16    40.1 16  9999.9  0  9999.9  0   17.4 16    5.8 16    9.9  999.9    62.1*   39.0   0.01A 999.9  000000 
722901 99999  19900120    54.7 15    38.5 15  9999.9  0  9999.9  0   28.8 15    5.2 15    9.9  999.9    64.0*   39.9   0.00I 999.9  000000 
722901 99999  19900121    57.4 15    34.7 15  9999.9  0  9999.9  0   33.1 15    3.9 15   12.0  999.9    68.0*   44.1*  0.00A 999.9  000000 
722901 99999  19900122    59.2 16    32.0 16  9999.9  0  9999.9  0   32.0 16    3.7 16    8.9  999.9    72.0*   43.0   0.00I 999.9  000000 
722901 99999  19900123    61.4 16    33.5 16  9999.9  0  9999.9  0   31.1 16    6.3 16   14.0  999.9    73.0*   43.0   0.00I 999.9  000000 
722901 99999  19900124    63.2 16    32.1 16  9999.9  0  9999.9  0   31.1 16    5.0 16   13.0  999.9    79.0*   44.1   0.00I 999.9  000000 
722901 99999  19900125    68.0 16    16.7 16  9999.9  0  9999.9  0   35.4 16    6.7 16   15.0  999.9    79.0    45.0   0.00I 999.9  000000 
722901 99999  19900126    62.8 16    27.8 15  9999.9  0  9999.9  0   31.4 16    5.4 16   12.0  999.9    79.0    46.9*  0.00I 999.9  000000 
722901 99999  19900127    60.4 15    37.9 14  9999.9  0  9999.9  0   24.2 15    4.4 15   19.0  999.9    75.9*   43.0   0.00I 999.9  000000 
722901 99999  19900128    65.0 15    16.6 15  9999.9  0  9999.9  0   33.1 15    6.0 15   15.0  999.9    75.9    43.0   0.00I 999.9  000000 
722901 99999  19900129    61.3 16    25.1 16  9999.9  0  9999.9  0   32.9 16    5.2 16    9.9  999.9    75.9    39.9   0.00I 999.9  000000 
722901 99999  19900130    57.3 16    45.7 16  9999.9  0  9999.9  0   15.8 16    6.9 16   12.0  999.9    66.0*   48.0*  0.00A 999.9  100000 
722901 99999  19900131    56.4 14    46.0 14  9999.9  0  9999.9  0   15.6 14    6.9 14   12.0  999.9    63.0    46.9  99.99  999.9  010000 
722901 99999  19900201    55.5 16    44.4 16  9999.9  0  9999.9  0   16.7 16   10.9 16   20.0  999.9    60.1*   48.0   0.55A 999.9  010000 
722901 99999  19900202    54.5 16    36.8 16  9999.9  0  9999.9  0   32.3 16    9.5 16   19.0  999.9    62.1*   41.0*  0.00I 999.9  000000 
722901 99999  19900203    56.3 14    32.3 14  9999.9  0  9999.9  0   32.0 14    5.6 14   12.0  999.9    64.9*   39.9   0.00I 999.9  000000 
722901 99999  19900204    52.1 16    39.6 16  9999.9  0  9999.9  0   15.9 16    7.3 16   15.0  999.9    63.0*   44.1* 99.99  999.9  010000 
722901 99999  19900205    52.9 15    37.3 15  9999.9  0  9999.9  0   23.5 15    6.5 15   17.1  999.9    60.1*   39.9*  0.24A 999.9  000000 
722901 99999  19900206    52.6 11    38.3 11  9999.9  0  9999.9  0   30.3 11    3.9 11    8.9  999.9    61.0*   28.0   0.02A 999.9  000000 
722930 93107  19890101    49.8 24    36.6 24  1011.7 15   994.5 15   10.0 24    2.4 24    8.9  999.9    60.1*   37.0*  0.00I 999.9  000000 
722930 93107  19890102    50.8 24    34.4 24  1014.9 24   997.5 24    7.5 24    2.3 24    8.9  999.9    66.9*   41.0*  0.00I 999.9  000000 
722930 93107  19890103    53.5 24    35.1 24  1017.0 24   999.5 24    7.0 24    2.6 24   10.1  999.9    66.9*   44.1*  0.00I 999.9  000000 
722930 93107  19890104    54.0 24    46.5 24  1015.4 24   997.9 24    6.5 24    2.3 24    6.0  999.9    64.0*   50.0* 99.99  999.9  110000 
722930 93107  19890105    52.3 24    47.5 24  1021.7 24  1004.4 24    6.6 24    2.1 24    8.9  999.9    61.0*   46.0*  0.00I 999.9  100000 
722930 93107  19890106    51.4 24    43.1 24  1019.5 24  1002.3 24    6.1 24    6.3 24   15.9  999.9    55.9*   45.0* 99.99  999.9  110000 
722930 93107  19890107    43.6 24    32.9 24  1022.7 24  1005.4 24    7.0 24    3.4 24   15.9  999.9    55.9*   34.0*  0.00I 999.9  000000 
722930 93107  19890108    43.8 24    34.9 24  1026.4 24  1009.2 24    7.0 24    2.8 24    8.9  999.9    55.9*   35.1*  0.00I 999.9  000000 
722930 93107  19890109    45.8 24    28.3 24  1026.9 24  1009.7 24    7.0 24    2.7 24    8.9  999.9    63.0*   34.0*  0.00I 999.9  000000 
722930 93107  19890110    51.2 24    34.9 24  1020.4 24  1003.1 24    7.0 24    2.6 24    6.0  999.9    68.0*   39.0*  0.00I 999.9  000000 
722930 93107  19890111    55.3 24    44.6 24  1018.3 24  1001.0 24    5.7 24    2.3 24   11.1  999.9    68.0*   46.0* 99.99  999.9  110000 
722930 93107  19890112    54.0 24    13.5 24  1025.0 24  1008.1 24   10.4 24    7.5 24   15.9   27.0    63.0*   46.0   0.00B 999.9  000000 
722930 93107  19890113    47.2 24    29.9 24  1025.6 24  1008.5 24    7.3 24    2.8 24    8.0  999.9    64.0    32.0   0.00D 999.9  000000 
722930 93107  19890114    45.3 24    34.5 24  1024.2 24  1006.9 24    7.0 24    2.6 24    6.0  999.9    62.1    35.1   0.00D 999.9  000000 
